"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:07:19.6184166","chrome.exe","8724","TCP Receive","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 254, seqnum: 0, connid: 0"
"23:07:19.6184612","chrome.exe","8724","TCP Receive","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 39, seqnum: 0, connid: 0"
"23:07:19.7003151","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552020, endtime: 3552038, seqnum: 0, connid: 0"
"23:07:19.7943948","chrome.exe","8724","TCP Send","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 39, startime: 3552030, endtime: 3552048, seqnum: 0, connid: 0"
"23:07:19.8038990","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 99, startime: 3552034, endtime: 3552049, seqnum: 0, connid: 0"
"23:07:19.8043756","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 134, seqnum: 0, connid: 0"
"23:07:19.8053667","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 1430, seqnum: 0, connid: 0"
"23:07:19.8063659","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 386, seqnum: 0, connid: 0"
"23:07:19.8064212","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:19.8904425","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552043, endtime: 3552057, seqnum: 0, connid: 0"
"23:07:19.8914292","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552043, endtime: 3552057, seqnum: 0, connid: 0"
"23:07:19.8919254","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 134, seqnum: 0, connid: 0"
"23:07:19.8919923","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 245, seqnum: 0, connid: 0"
"23:07:19.8929250","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 92, seqnum: 0, connid: 0"
"23:07:19.9760114","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 100, startime: 3552051, endtime: 3552066, seqnum: 0, connid: 0"
"23:07:19.9760623","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 134, seqnum: 0, connid: 0"
"23:07:19.9761368","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 240, seqnum: 0, connid: 0"
"23:07:19.9880846","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552049, endtime: 3552067, seqnum: 0, connid: 0"
"23:07:20.0460491","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552057, endtime: 3552073, seqnum: 0, connid: 0"
"23:07:20.0460883","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552058, endtime: 3552073, seqnum: 0, connid: 0"
"23:07:20.0467541","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 135, seqnum: 0, connid: 0"
"23:07:20.0468050","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 212, seqnum: 0, connid: 0"
"23:07:20.0468889","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:20.1326448","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 103, startime: 3552067, endtime: 3552081, seqnum: 0, connid: 0"
"23:07:20.1326814","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 135, seqnum: 0, connid: 0"
"23:07:20.1331044","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 325, seqnum: 0, connid: 0"
"23:07:20.2018962","chrome.exe","8724","TCP Send","Tetrimino:53199 -> 192.168.0.2:8009","SUCCESS","Length: 117, startime: 3552088, endtime: 3552088, seqnum: 0, connid: 0"
"23:07:20.2019234","chrome.exe","8724","TCP Receive","Tetrimino:53199 -> 192.168.0.2:8009","SUCCESS","Length: 117, seqnum: 0, connid: 0"
"23:07:20.2266076","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552073, endtime: 3552091, seqnum: 0, connid: 0"
"23:07:20.2322602","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552077, endtime: 3552091, seqnum: 0, connid: 0"
"23:07:20.2337458","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 134, seqnum: 0, connid: 0"
"23:07:20.2338337","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 276, seqnum: 0, connid: 0"
"23:07:20.2339533","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:20.3823627","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552092, endtime: 3552106, seqnum: 0, connid: 0"
"23:07:20.3823904","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552092, endtime: 3552106, seqnum: 0, connid: 0"
"23:07:20.3830620","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 134, seqnum: 0, connid: 0"
"23:07:20.3839496","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 203, seqnum: 0, connid: 0"
"23:07:20.3844623","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:20.4704819","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 100, startime: 3552101, endtime: 3552115, seqnum: 0, connid: 0"
"23:07:20.4705458","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 134, seqnum: 0, connid: 0"
"23:07:20.4714124","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 273, seqnum: 0, connid: 0"
"23:07:20.5650668","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552107, endtime: 3552125, seqnum: 0, connid: 0"
"23:07:20.6150260","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552115, endtime: 3552130, seqnum: 0, connid: 0"
"23:07:20.6155115","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 111, seqnum: 0, connid: 0"
"23:07:20.6155901","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 268, seqnum: 0, connid: 0"
"23:07:20.6170239","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:20.6640807","chrome.exe","8724","TCP Send","Tetrimino:50799 -> ams16s31-in-f14.1e100.net:https","SUCCESS","Length: 232, startime: 3552120, endtime: 3552135, seqnum: 0, connid: 0"
"23:07:20.6655569","chrome.exe","8724","TCP Send","Tetrimino:50799 -> ams16s31-in-f14.1e100.net:https","SUCCESS","Length: 46, startime: 3552120, endtime: 3552135, seqnum: 0, connid: 0"
"23:07:20.6656314","chrome.exe","8724","TCP Receive","Tetrimino:50799 -> ams16s31-in-f14.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:20.6656809","chrome.exe","8724","TCP Receive","Tetrimino:50799 -> ams16s31-in-f14.1e100.net:https","SUCCESS","Length: 82, seqnum: 0, connid: 0"
"23:07:20.6657684","chrome.exe","8724","TCP Receive","Tetrimino:50799 -> ams16s31-in-f14.1e100.net:https","SUCCESS","Length: 66, seqnum: 0, connid: 0"
"23:07:20.6657970","chrome.exe","8724","TCP Receive","Tetrimino:50799 -> ams16s31-in-f14.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:20.7526100","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 80, startime: 3552129, endtime: 3552143, seqnum: 0, connid: 0"
"23:07:20.7536676","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 110, seqnum: 0, connid: 0"
"23:07:20.7546154","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 132, seqnum: 0, connid: 0"
"23:07:20.7547181","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:20.7981616","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552130, endtime: 3552148, seqnum: 0, connid: 0"
"23:07:20.8461850","chrome.exe","8724","TCP Send","Tetrimino:50799 -> ams16s31-in-f14.1e100.net:https","SUCCESS","Length: 46, startime: 3552135, endtime: 3552153, seqnum: 0, connid: 0"
"23:07:20.9127959","chrome.exe","8724","TCP Reconnect","Tetrimino:51460 -> Tetrimino:9229","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"23:07:20.9130757","chrome.exe","8724","TCP Reconnect","Tetrimino:51462 -> Tetrimino:9229","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"23:07:20.9342529","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552144, endtime: 3552162, seqnum: 0, connid: 0"
"23:07:21.4137786","chrome.exe","8724","TCP Reconnect","Tetrimino:51460 -> Tetrimino:9229","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"23:07:21.4138692","chrome.exe","8724","TCP Reconnect","Tetrimino:51462 -> Tetrimino:9229","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"23:07:21.9143859","chrome.exe","8724","TCP Reconnect","www.localhost:51463 -> www.localhost:9229","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"23:07:21.9145144","chrome.exe","8724","TCP Reconnect","www.localhost:51464 -> www.localhost:9229","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"23:07:22.4149080","chrome.exe","8724","TCP Reconnect","www.localhost:51463 -> www.localhost:9229","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"23:07:22.4158416","chrome.exe","8724","TCP Reconnect","www.localhost:51464 -> www.localhost:9229","SUCCESS","Length: 0, seqnum: 0, connid: 0"
"23:07:23.1023164","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 100, startime: 3552364, endtime: 3552378, seqnum: 0, connid: 0"
"23:07:23.1032138","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 134, seqnum: 0, connid: 0"
"23:07:23.1042808","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 1430, seqnum: 0, connid: 0"
"23:07:23.1053715","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 1430, seqnum: 0, connid: 0"
"23:07:23.1062858","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 1254, seqnum: 0, connid: 0"
"23:07:23.1077691","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 85, startime: 3552365, endtime: 3552379, seqnum: 0, connid: 0"
"23:07:23.1077995","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:23.1086487","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 110, seqnum: 0, connid: 0"
"23:07:23.1087620","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 198, seqnum: 0, connid: 0"
"23:07:23.1088134","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552365, endtime: 3552379, seqnum: 0, connid: 0"
"23:07:23.1095354","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 133, seqnum: 0, connid: 0"
"23:07:23.1105087","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 132, seqnum: 0, connid: 0"
"23:07:23.1106001","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, seqnum: 0, connid: 0"
"23:07:23.1117867","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552365, endtime: 3552379, seqnum: 0, connid: 0"
"23:07:23.1118037","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 102, startime: 3552365, endtime: 3552379, seqnum: 0, connid: 0"
"23:07:23.1132290","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 111, seqnum: 0, connid: 0"
"23:07:23.1142723","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 180, seqnum: 0, connid: 0"
"23:07:23.1143794","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 330, seqnum: 0, connid: 0"
"23:07:23.1155901","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 105, startime: 3552366, endtime: 3552380, seqnum: 0, connid: 0"
"23:07:23.1156195","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 294, seqnum: 0, connid: 0"
"23:07:23.1214734","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 105, startime: 3552366, endtime: 3552380, seqnum: 0, connid: 0"
"23:07:23.1215100","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 111, seqnum: 0, connid: 0"
"23:07:23.1220745","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 127, seqnum: 0, connid: 0"
"23:07:23.1250242","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 107, startime: 3552367, endtime: 3552381, seqnum: 0, connid: 0"
"23:07:23.1250572","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 114, seqnum: 0, connid: 0"
"23:07:23.1258346","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 158, seqnum: 0, connid: 0"
"23:07:23.1285969","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 107, startime: 3552367, endtime: 3552381, seqnum: 0, connid: 0"
"23:07:23.1286250","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 115, seqnum: 0, connid: 0"
"23:07:23.1292903","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 166, seqnum: 0, connid: 0"
"23:07:23.1322115","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 108, startime: 3552367, endtime: 3552381, seqnum: 0, connid: 0"
"23:07:23.1322490","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 119, seqnum: 0, connid: 0"
"23:07:23.1331031","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 148, seqnum: 0, connid: 0"
"23:07:23.1365075","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 108, startime: 3552367, endtime: 3552382, seqnum: 0, connid: 0"
"23:07:23.1365311","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552368, endtime: 3552382, seqnum: 0, connid: 0"
"23:07:23.1405304","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 119, seqnum: 0, connid: 0"
"23:07:23.1411775","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 141, seqnum: 0, connid: 0"
"23:07:23.1412966","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 265, seqnum: 0, connid: 0"
"23:07:23.1511043","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 101, startime: 3552369, endtime: 3552383, seqnum: 0, connid: 0"
"23:07:23.1511373","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 119, seqnum: 0, connid: 0"
"23:07:23.1517161","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 236, seqnum: 0, connid: 0"
"23:07:23.1594451","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 84, startime: 3552370, endtime: 3552384, seqnum: 0, connid: 0"
"23:07:23.1594723","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 111, seqnum: 0, connid: 0"
"23:07:23.1601497","chrome.exe","8724","TCP Receive","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 197, seqnum: 0, connid: 0"
"23:07:23.1630329","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 106, startime: 3552370, endtime: 3552384, seqnum: 0, connid: 0"
"23:07:23.1630624","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 138, seqnum: 0, connid: 0"
"23:07:23.1639192","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 127, seqnum: 0, connid: 0"
"23:07:23.1674873","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 106, startime: 3552371, endtime: 3552385, seqnum: 0, connid: 0"
"23:07:23.1675132","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 115, seqnum: 0, connid: 0"
"23:07:23.1682959","chrome.exe","8724","TCP Receive","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 127, seqnum: 0, connid: 0"
"23:07:23.2075555","chrome.exe","8724","TCP Send","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 881, startime: 3552375, endtime: 3552389, seqnum: 0, connid: 0"
"23:07:23.2089081","chrome.exe","8724","TCP Receive","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 85, seqnum: 0, connid: 0"
"23:07:23.2096435","chrome.exe","8724","TCP Receive","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 1430, seqnum: 0, connid: 0"
"23:07:23.2107644","chrome.exe","8724","TCP Receive","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 1430, seqnum: 0, connid: 0"
"23:07:23.2115003","chrome.exe","8724","TCP Receive","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 954, seqnum: 0, connid: 0"
"23:07:23.2123027","chrome.exe","8724","TCP Receive","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 39, seqnum: 0, connid: 0"
"23:07:23.2930646","chrome.exe","8724","TCP Send","Tetrimino:51318 -> ams15s29-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552379, endtime: 3552397, seqnum: 0, connid: 0"
"23:07:23.2937152","chrome.exe","8724","TCP Send","Tetrimino:51354 -> ams16s21-in-f3.1e100.net:https","SUCCESS","Length: 46, startime: 3552379, endtime: 3552398, seqnum: 0, connid: 0"
"23:07:23.3177608","svchost.exe","2456","UDP Send","c0a8:10::4882:90d9:b9b:ffff:64169 -> 5052:4d53:::domain","SUCCESS","Length: 51, seqnum: 0, connid: 0"
"23:07:23.3860434","chrome.exe","8724","TCP Send","Tetrimino:51316 -> ams17s01-in-f5.1e100.net:https","SUCCESS","Length: 39, startime: 3552389, endtime: 3552407, seqnum: 0, connid: 0"
"23:07:23.4602932","chrome.exe","8724","TCP Disconnect","Tetrimino:51426 -> 40.77.226.250:https","SUCCESS","Length: 0, seqnum: 0, connid: 0"
