"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:07:25.0415625","chrome.exe","4252","Process Start","","SUCCESS","Parent PID: 8724, Command line: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1612,8794005255836107264,1022765379407270454,131072 --service-pipe-token=745873454358728730 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=745873454358728730 --renderer-client-id=627 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=13352 /prefetch:1, Current directory: C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\, Environment: ;	=::=::\;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\USER\AppData\Roaming;	asl.log=Destination=file;	CHROME_CRASHPAD_PIPE_NAME=\\.\pipe\crashpad_8724_MJJUPWLFYMMYZABW;	CHROME_RESTART=Google Chrome|Whoa! Google Chrome has crashed. Relaunch now?|LEFT_TO_RIGHT;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=TETRIMINO;	ComSpec=C:\WINDOWS\system32\cmd.exe;	C_EM64T_REDIST11=C:\Program Files (x86)\Common Files\Intel\Shared Files\cpp\;	HOMEDRIVE=C:;	HOMEPATH=\Users\USER;	JAVA_HOME=C:\Program Files\Java\jdk1.8.0_91;	LOCALAPPDATA=C:\Users\USER\AppData\Local;	LOGONSERVER=\\TETRIMINO;	MOZ_PLUGIN_PATH=C:\Program Files (x86)\Foxit Software\Foxit Reader\plugins\;	MTPPKROOT=C:\WMSDK\MTPPK12\Responder;	NUMBER_OF_PROCESSORS=4;	OneDrive=C:\Users\USER\OneDrive - Texas Tech University;	OneDriveCommercial=C:\Users\USER\OneDrive - Texas Tech University;	OS=Windows_NT;	Path=C:\Program Files (x86)\Google\Chrome\Application;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\Git\cmd;C:\Users\USER\Anaconda3;C:\Users\USER\Anaconda3\Scripts;C:\Program Files\PuTTY\;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Git\cmd;C:\Users\USER\Anaconda3\bin;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Git\cmd;\bin;C:\Users\USER\AppData\Local\Microsoft\WindowsApps;C:\Users\USER\AppData\Roaming\Composer\vendor\bin;C:\Us;C:\Users\USER\Anaconda3\Scripts;C:\Users\USER\Anaconda3;;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 69 Stepping 1, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=4501;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SESSIONNAME=Console;	SystemDrive=C:;	SystemRoot=C:\WINDOWS;	TEMP=C:\Users\USER\AppData\Local\Temp;	TMP=C:\Users\USER\AppData\Local\Temp;	USERDOMAIN=TETRIMINO;	USERDOMAIN_ROAMINGPROFILE=TETRIMINO;	USERNAME=USER;	USERPROFILE=C:\Users\USER;	windir=C:\WINDOWS"
"23:07:25.0415768","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 11304"
"23:07:25.0552101","chrome.exe","4252","Load Image","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","SUCCESS","Image Base: 0x7ff76f4a0000, Image Size: 0x18e000"
"23:07:25.0559933","chrome.exe","4252","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ff9e4a80000, Image Size: 0x1e0000"
"23:07:25.0628833","chrome.exe","4252","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ff9e3f80000, Image Size: 0xae000"
"23:07:25.0669428","chrome.exe","4252","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ff9e1220000, Image Size: 0x266000"
"23:07:25.0669705","chrome.exe","8724","Process Create","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","SUCCESS","PID: 5172, Command line: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1612,8794005255836107264,1022765379407270454,131072 --service-pipe-token=1740661253383005662 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=1740661253383005662 --renderer-client-id=628 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9560 /prefetch:1"
"23:07:25.0669848","chrome.exe","5172","Process Start","","SUCCESS","Parent PID: 8724, Command line: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1612,8794005255836107264,1022765379407270454,131072 --service-pipe-token=1740661253383005662 --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=1740661253383005662 --renderer-client-id=628 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=9560 /prefetch:1, Current directory: C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\, Environment: ;	=::=::\;	ALLUSERSPROFILE=C:\ProgramData;	APPDATA=C:\Users\USER\AppData\Roaming;	asl.log=Destination=file;	CHROME_CRASHPAD_PIPE_NAME=\\.\pipe\crashpad_8724_MJJUPWLFYMMYZABW;	CHROME_RESTART=Google Chrome|Whoa! Google Chrome has crashed. Relaunch now?|LEFT_TO_RIGHT;	CommonProgramFiles=C:\Program Files\Common Files;	CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files;	CommonProgramW6432=C:\Program Files\Common Files;	COMPUTERNAME=TETRIMINO;	ComSpec=C:\WINDOWS\system32\cmd.exe;	C_EM64T_REDIST11=C:\Program Files (x86)\Common Files\Intel\Shared Files\cpp\;	HOMEDRIVE=C:;	HOMEPATH=\Users\USER;	JAVA_HOME=C:\Program Files\Java\jdk1.8.0_91;	LOCALAPPDATA=C:\Users\USER\AppData\Local;	LOGONSERVER=\\TETRIMINO;	MOZ_PLUGIN_PATH=C:\Program Files (x86)\Foxit Software\Foxit Reader\plugins\;	MTPPKROOT=C:\WMSDK\MTPPK12\Responder;	NUMBER_OF_PROCESSORS=4;	OneDrive=C:\Users\USER\OneDrive - Texas Tech University;	OneDriveCommercial=C:\Users\USER\OneDrive - Texas Tech University;	OS=Windows_NT;	Path=C:\Program Files (x86)\Google\Chrome\Application;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\Git\cmd;C:\Users\USER\Anaconda3;C:\Users\USER\Anaconda3\Scripts;C:\Program Files\PuTTY\;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Git\cmd;C:\Users\USER\Anaconda3\bin;C:\Program Files\Java\jdk1.8.0_91\bin;C:\Program Files\Java\jdk1.8.0_91\include;D:\xampp\php;C:\ProgramData\ComposerSetup\bin;C:\Program Files\nodejs\;C:\Python27\;D:\Setup\OpenCV\opencv\build\x64\vc14\bin;C:\ffmpeg\bin;C:\Program Files\CMake\bin;C:\Program Files\MATLAB\R2017a\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files\Git\cmd;\bin;C:\Users\USER\AppData\Local\Microsoft\WindowsApps;C:\Users\USER\AppData\Roaming\Composer\vendor\bin;C:\Us;C:\Users\USER\Anaconda3\Scripts;C:\Users\USER\Anaconda3;;	PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC;	PROCESSOR_ARCHITECTURE=AMD64;	PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 69 Stepping 1, GenuineIntel;	PROCESSOR_LEVEL=6;	PROCESSOR_REVISION=4501;	ProgramData=C:\ProgramData;	ProgramFiles=C:\Program Files;	ProgramFiles(x86)=C:\Program Files (x86);	ProgramW6432=C:\Program Files;	PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\WINDOWS\system32\WindowsPowerShell\v1.0\Modules;	PUBLIC=C:\Users\Public;	SESSIONNAME=Console;	SystemDrive=C:;	SystemRoot=C:\WINDOWS;	TEMP=C:\Users\USER\AppData\Local\Temp;	TMP=C:\Users\USER\AppData\Local\Temp;	USERDOMAIN=TETRIMINO;	USERDOMAIN_ROAMINGPROFILE=TETRIMINO;	USERNAME=USER;	USERPROFILE=C:\Users\USER;	windir=C:\WINDOWS"
"23:07:25.0669977","chrome.exe","5172","Thread Create","","SUCCESS","Thread ID: 11396"
"23:07:25.0707944","chrome.exe","4252","Load Image","C:\Windows\System32\apphelp.dll","SUCCESS","Image Base: 0x7ff9de520000, Image Size: 0x88000"
"23:07:25.0855951","chrome.exe","4252","Load Image","C:\Windows\System32\shell32.dll","SUCCESS","Image Base: 0x7ff9e26e0000, Image Size: 0x1436000"
"23:07:25.0859418","chrome.exe","4252","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ff9e2440000, Image Size: 0x9d000"
"23:07:25.0862814","chrome.exe","4252","Load Image","C:\Windows\System32\cfgmgr32.dll","SUCCESS","Image Base: 0x7ff9e0e80000, Image Size: 0x4a000"
"23:07:25.0865719","chrome.exe","4252","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ff9e0f30000, Image Size: 0xf6000"
"23:07:25.0869142","chrome.exe","4252","Load Image","C:\Windows\System32\SHCore.dll","SUCCESS","Image Base: 0x7ff9e4500000, Image Size: 0xa6000"
"23:07:25.0872025","chrome.exe","4252","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7ff9e43e0000, Image Size: 0x11f000"
"23:07:25.0877255","chrome.exe","4252","Load Image","C:\Windows\System32\combase.dll","SUCCESS","Image Base: 0x7ff9e3c70000, Image Size: 0x308000"
"23:07:25.0880834","chrome.exe","4252","Load Image","C:\Windows\System32\bcryptprimitives.dll","SUCCESS","Image Base: 0x7ff9e1ed0000, Image Size: 0x72000"
"23:07:25.0898831","chrome.exe","4252","Load Image","C:\Windows\System32\windows.storage.dll","SUCCESS","Image Base: 0x7ff9e1780000, Image Size: 0x747000"
"23:07:25.0902914","chrome.exe","4252","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7ff9e48b0000, Image Size: 0xa1000"
"23:07:25.0906600","chrome.exe","4252","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ff9e24e0000, Image Size: 0x5b000"
"23:07:25.0910148","chrome.exe","4252","Load Image","C:\Windows\System32\shlwapi.dll","SUCCESS","Image Base: 0x7ff9e4140000, Image Size: 0x51000"
"23:07:25.0913039","chrome.exe","4252","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7ff9e49d0000, Image Size: 0x28000"
"23:07:25.0918011","chrome.exe","4252","Load Image","C:\Windows\System32\gdi32full.dll","SUCCESS","Image Base: 0x7ff9e1490000, Image Size: 0x193000"
"23:07:25.0921112","chrome.exe","4252","Load Image","C:\Windows\System32\msvcp_win.dll","SUCCESS","Image Base: 0x7ff9e16e0000, Image Size: 0x9b000"
"23:07:25.0953514","chrome.exe","4252","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x7ff9e4630000, Image Size: 0x18f000"
"23:07:25.0962796","chrome.exe","4252","Load Image","C:\Windows\System32\win32u.dll","SUCCESS","Image Base: 0x7ff9e1200000, Image Size: 0x20000"
"23:07:25.0966460","chrome.exe","4252","Load Image","C:\Windows\System32\kernel.appcore.dll","SUCCESS","Image Base: 0x7ff9e0dd0000, Image Size: 0x11000"
"23:07:25.0970021","chrome.exe","4252","Load Image","C:\Windows\System32\powrprof.dll","SUCCESS","Image Base: 0x7ff9e0e10000, Image Size: 0x4c000"
"23:07:25.0973091","chrome.exe","4252","Load Image","C:\Windows\System32\profapi.dll","SUCCESS","Image Base: 0x7ff9e0e60000, Image Size: 0x1b000"
"23:07:25.0976063","chrome.exe","4252","Load Image","C:\Windows\System32\psapi.dll","SUCCESS","Image Base: 0x7ff9e4a40000, Image Size: 0x8000"
"23:07:25.0987291","chrome.exe","4252","Load Image","C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\chrome_elf.dll","SUCCESS","Image Base: 0x7ff9c2560000, Image Size: 0x98000"
"23:07:25.1076063","chrome.exe","4252","Load Image","C:\Windows\System32\version.dll","SUCCESS","Image Base: 0x7ff9dae10000, Image Size: 0xa000"
"23:07:25.1093457","chrome.exe","4252","Load Image","C:\Windows\System32\winmm.dll","SUCCESS","Image Base: 0x7ff9dc880000, Image Size: 0x23000"
"23:07:25.1122709","chrome.exe","4252","Load Image","C:\Windows\System32\userenv.dll","SUCCESS","Image Base: 0x7ff9e0cd0000, Image Size: 0x29000"
"23:07:25.1154830","chrome.exe","4252","Load Image","C:\Windows\System32\winmmbase.dll","SUCCESS","Image Base: 0x7ff9dc820000, Image Size: 0x2a000"
"23:07:25.1192078","chrome.exe","4252","Load Image","C:\Windows\System32\cryptbase.dll","SUCCESS","Image Base: 0x7ff9e0840000, Image Size: 0xb000"
"23:07:25.1409901","chrome.exe","4252","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x1cf96a40000, Image Size: 0x2d000"
"23:07:25.1420486","chrome.exe","5172","Load Image","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","SUCCESS","Image Base: 0x7ff76f4a0000, Image Size: 0x18e000"
"23:07:25.1478275","chrome.exe","5172","Load Image","C:\Windows\System32\ntdll.dll","SUCCESS","Image Base: 0x7ff9e4a80000, Image Size: 0x1e0000"
"23:07:25.1483322","chrome.exe","4252","Thread Create","","SUCCESS","Thread ID: 9876"
"23:07:25.2348547","chrome.exe","4252","Load Image","C:\Program Files (x86)\Google\Chrome\Application\71.0.3578.98\chrome_child.dll","SUCCESS","Image Base: 0x7ff9963b0000, Image Size: 0x5838000"
"23:07:25.2357436","chrome.exe","4252","Load Image","C:\Windows\System32\ws2_32.dll","SUCCESS","Image Base: 0x7ff9e4960000, Image Size: 0x6c000"
"23:07:25.2360850","chrome.exe","4252","Load Image","C:\Windows\System32\ole32.dll","SUCCESS","Image Base: 0x7ff9e3b20000, Image Size: 0x149000"
"23:07:25.2364237","chrome.exe","4252","Load Image","C:\Windows\System32\oleaut32.dll","SUCCESS","Image Base: 0x7ff9e4310000, Image Size: 0xc5000"
"23:07:25.2367320","chrome.exe","4252","Load Image","C:\Windows\System32\wintrust.dll","SUCCESS","Image Base: 0x7ff9e0ed0000, Image Size: 0x58000"
"23:07:25.2369592","chrome.exe","4252","Load Image","C:\Windows\System32\msasn1.dll","SUCCESS","Image Base: 0x7ff9e0df0000, Image Size: 0x12000"
"23:07:25.2372341","chrome.exe","4252","Load Image","C:\Windows\System32\crypt32.dll","SUCCESS","Image Base: 0x7ff9e1030000, Image Size: 0x1ce000"
"23:07:25.2377312","chrome.exe","4252","Load Image","C:\Windows\System32\comdlg32.dll","SUCCESS","Image Base: 0x1cf96ac0000, Image Size: 0x10a000"
"23:07:25.2402467","chrome.exe","4252","Load Image","C:\Windows\System32\IPHLPAPI.DLL","SUCCESS","Image Base: 0x7ff9e03f0000, Image Size: 0x39000"
"23:07:25.2420937","chrome.exe","4252","Load Image","C:\Windows\System32\oleacc.dll","SUCCESS","Image Base: 0x7ff9da780000, Image Size: 0x6e000"
"23:07:25.2435097","chrome.exe","4252","Load Image","C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.16299.248_none_15ced204935f55d7\comctl32.dll","SUCCESS","Image Base: 0x7ff9d92b0000, Image Size: 0x269000"
"23:07:25.2467610","chrome.exe","4252","Load Image","C:\Windows\System32\DWrite.dll","SUCCESS","Image Base: 0x7ff9c8a70000, Image Size: 0x30f000"
"23:07:25.2489338","chrome.exe","4252","Load Image","C:\Windows\System32\dxgi.dll","SUCCESS","Image Base: 0x7ff9dfc40000, Image Size: 0xaf000"
"23:07:25.2509303","chrome.exe","4252","Load Image","C:\Windows\System32\winspool.drv","SUCCESS","Image Base: 0x7ff9da7f0000, Image Size: 0x86000"
"23:07:25.2525261","chrome.exe","4252","Load Image","C:\Windows\System32\dbghelp.dll","SUCCESS","Image Base: 0x7ff9df890000, Image Size: 0x1c8000"
"23:07:25.2541629","chrome.exe","4252","Load Image","C:\Windows\System32\usp10.dll","SUCCESS","Image Base: 0x7ff9dbcf0000, Image Size: 0x19000"
"23:07:25.2556079","chrome.exe","4252","Load Image","C:\Windows\System32\winhttp.dll","SUCCESS","Image Base: 0x7ff9d6a70000, Image Size: 0xde000"
"23:07:25.2560613","chrome.exe","5172","Load Image","C:\Windows\System32\kernel32.dll","SUCCESS","Image Base: 0x7ff9e3f80000, Image Size: 0xae000"
"23:07:25.2573179","chrome.exe","4252","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7ff9d6520000, Image Size: 0x1cc000"
"23:07:25.2576838","chrome.exe","4252","Load Image","C:\Windows\System32\imagehlp.dll","SUCCESS","Image Base: 0x7ff9e4610000, Image Size: 0x1d000"
"23:07:25.2580515","chrome.exe","5172","Load Image","C:\Windows\System32\KernelBase.dll","SUCCESS","Image Base: 0x7ff9e1220000, Image Size: 0x266000"
"23:07:25.2591917","chrome.exe","4252","Load Image","C:\Windows\System32\secur32.dll","SUCCESS","Image Base: 0x7ff9d0600000, Image Size: 0xc000"
"23:07:25.2612690","chrome.exe","4252","Load Image","C:\Windows\System32\dhcpcsvc.dll","SUCCESS","Image Base: 0x7ff9da520000, Image Size: 0x1a000"
"23:07:25.2620347","chrome.exe","4252","Load Image","C:\Windows\System32\nsi.dll","SUCCESS","Image Base: 0x7ff9e4a30000, Image Size: 0x8000"
"23:07:25.2646962","chrome.exe","4252","Load Image","C:\Windows\System32\bcrypt.dll","SUCCESS","Image Base: 0x7ff9e0930000, Image Size: 0x25000"
"23:07:25.2668890","chrome.exe","4252","Load Image","C:\Windows\System32\iertutil.dll","SUCCESS","Image Base: 0x7ff9d6270000, Image Size: 0x299000"
"23:07:25.2676900","chrome.exe","5172","Load Image","C:\Windows\System32\apphelp.dll","SUCCESS","Image Base: 0x7ff9de520000, Image Size: 0x88000"
"23:07:25.2693586","chrome.exe","4252","Load Image","C:\Windows\System32\sspicli.dll","SUCCESS","Image Base: 0x7ff9e0d00000, Image Size: 0x30000"
"23:07:25.2739911","chrome.exe","5172","Load Image","C:\Windows\System32\shell32.dll","SUCCESS","Image Base: 0x7ff9e26e0000, Image Size: 0x1436000"
"23:07:25.2742762","chrome.exe","5172","Load Image","C:\Windows\System32\msvcrt.dll","SUCCESS","Image Base: 0x7ff9e2440000, Image Size: 0x9d000"
"23:07:25.2744922","chrome.exe","5172","Load Image","C:\Windows\System32\cfgmgr32.dll","SUCCESS","Image Base: 0x7ff9e0e80000, Image Size: 0x4a000"
"23:07:25.2747327","chrome.exe","5172","Load Image","C:\Windows\System32\ucrtbase.dll","SUCCESS","Image Base: 0x7ff9e0f30000, Image Size: 0xf6000"
"23:07:25.2749737","chrome.exe","5172","Load Image","C:\Windows\System32\SHCore.dll","SUCCESS","Image Base: 0x7ff9e4500000, Image Size: 0xa6000"
"23:07:25.2752834","chrome.exe","5172","Load Image","C:\Windows\System32\rpcrt4.dll","SUCCESS","Image Base: 0x7ff9e43e0000, Image Size: 0x11f000"
"23:07:25.2757341","chrome.exe","5172","Load Image","C:\Windows\System32\combase.dll","SUCCESS","Image Base: 0x7ff9e3c70000, Image Size: 0x308000"
"23:07:25.2759728","chrome.exe","5172","Load Image","C:\Windows\System32\bcryptprimitives.dll","SUCCESS","Image Base: 0x7ff9e1ed0000, Image Size: 0x72000"
"23:07:25.2762870","chrome.exe","5172","Load Image","C:\Windows\System32\windows.storage.dll","SUCCESS","Image Base: 0x7ff9e1780000, Image Size: 0x747000"
"23:07:25.2765842","chrome.exe","5172","Load Image","C:\Windows\System32\advapi32.dll","SUCCESS","Image Base: 0x7ff9e48b0000, Image Size: 0xa1000"
"23:07:25.2767716","chrome.exe","5172","Load Image","C:\Windows\System32\sechost.dll","SUCCESS","Image Base: 0x7ff9e24e0000, Image Size: 0x5b000"
"23:07:25.2774231","chrome.exe","5172","Load Image","C:\Windows\System32\shlwapi.dll","SUCCESS","Image Base: 0x7ff9e4140000, Image Size: 0x51000"
"23:07:25.2778448","chrome.exe","5172","Load Image","C:\Windows\System32\gdi32.dll","SUCCESS","Image Base: 0x7ff9e49d0000, Image Size: 0x28000"
"23:07:25.2786258","chrome.exe","5172","Load Image","C:\Windows\System32\gdi32full.dll","SUCCESS","Image Base: 0x7ff9e1490000, Image Size: 0x193000"
"23:07:25.2789373","chrome.exe","5172","Load Image","C:\Windows\System32\msvcp_win.dll","SUCCESS","Image Base: 0x7ff9e16e0000, Image Size: 0x9b000"
"23:07:25.2794817","chrome.exe","5172","Load Image","C:\Windows\System32\user32.dll","SUCCESS","Image Base: 0x7ff9e4630000, Image Size: 0x18f000"
"23:07:25.2856649","chrome.exe","5172","Load Image","C:\Windows\System32\win32u.dll","SUCCESS","Image Base: 0x7ff9e1200000, Image Size: 0x20000"
"23:07:25.2861558","chrome.exe","5172","Load Image","C:\Windows\System32\kernel.appcore.dll","SUCCESS","Image Base: 0x7ff9e0dd0000, Image Size: 0x11000"
"23:07:25.2864597","chrome.exe","5172","Load Image","C:\Windows\System32\powrprof.dll","SUCCESS","Image Base: 0x7ff9e0e10000, Image Size: 0x4c000"
"23:07:25.2867381","chrome.exe","5172","Load Image","C:\Windows\System32\profapi.dll","SUCCESS","Image Base: 0x7ff9e0e60000, Image Size: 0x1b000"
"23:07:25.2870451","chrome.exe","5172","Load Image","C:\Windows\System32\psapi.dll","SUCCESS","Image Base: 0x7ff9e4a40000, Image Size: 0x8000"
